venta_id,fecha,cliente_id,producto_id,producto,categoria,sede,cantidad,precio_unitario,costo_unitario,ingreso,margen
V0278,2026-08-19,C010,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0279,2026-08-06,C045,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0280,2026-08-12,C015,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0281,2026-08-11,C026,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0282,2026-08-11,C008,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0283,2026-08-08,C032,AGU,Agua sin gas 420 ml,Bebida fría,Norte,2,1000,400,2000,1200
V0284,2026-08-24,C056,JUG,Jugo de naranja natural,Bebida fría,Norte,1,2500,1200,2500,1300
V0285,2026-08-28,C024,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0286,2026-08-16,C055,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0287,2026-08-19,C013,TIN,Tinto campesino,Bebida caliente,Norte,2,1500,500,3000,2000
V0288,2026-08-13,C033,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0289,2026-08-03,C020,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0290,2026-08-09,C040,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0291,2026-08-05,C002,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0292,2026-08-25,C027,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0293,2026-08-13,C018,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0294,2026-08-23,C022,EMP,Empanada de carne,Snack,Centro,2,2000,900,4000,2200
V0295,2026-08-10,C056,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0296,2026-08-29,C047,JUG,Jugo de naranja natural,Bebida fría,Centro,1,2500,1200,2500,1300
V0297,2026-08-08,C013,TIN,Tinto campesino,Bebida caliente,Centro,2,1500,500,3000,2000
V0298,2026-08-09,C026,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0299,2026-08-07,C006,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0300,2026-08-17,C043,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0301,2026-08-03,C049,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0302,2026-08-20,C007,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0303,2026-08-05,C026,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0304,2026-08-21,C019,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0305,2026-08-08,C046,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0306,2026-08-26,C029,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0307,2026-08-08,C003,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0308,2026-08-10,C003,GAL,Galleta de avena,Snack,Centro,1,1500,700,1500,800
V0309,2026-08-23,C056,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0310,2026-08-22,C029,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0311,2026-08-13,C009,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0312,2026-08-03,C050,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0313,2026-08-22,C018,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0314,2026-08-23,C038,GAL,Galleta de avena,Snack,Centro,1,1500,700,1500,800
V0315,2026-08-15,C022,GAL,Galleta de avena,Snack,Centro,1,1500,700,1500,800
V0316,2026-08-07,C051,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0317,2026-08-25,C044,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0318,2026-08-07,C024,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0319,2026-08-11,C054,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0320,2026-08-09,C042,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0321,2026-08-28,C006,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0322,2026-08-15,C045,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0323,2026-08-10,C047,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0324,2026-08-11,C060,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0325,2026-08-05,C035,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0326,2026-08-24,C060,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0327,2026-08-15,C010,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0328,2026-08-28,C010,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0329,2026-08-21,C049,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0330,2026-08-26,C055,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0331,2026-08-01,C018,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0332,2026-08-24,C018,GAL,Galleta de avena,Snack,Centro,1,1500,700,1500,800
V0333,2026-08-19,C057,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0334,2026-07-31,C046,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0335,2026-08-05,C041,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0336,2026-08-17,C059,TIN,Tinto campesino,Bebida caliente,Centro,2,1500,500,3000,2000
V0337,2026-08-08,C051,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0338,2026-08-04,C060,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0339,2026-08-25,C050,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0340,2026-08-27,C028,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0341,2026-08-17,C032,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0342,2026-08-25,C039,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0343,2026-08-08,C006,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0344,2026-08-18,C059,BRO,Brownie de chocolate,Snack,Centro,1,2500,1100,2500,1400
V0345,2026-08-29,C003,TIN,Tinto campesino,Bebida caliente,Norte,2,1500,500,3000,2000
V0346,2026-08-03,C016,JUG,Jugo de naranja natural,Bebida fría,Norte,1,2500,1200,2500,1300
V0348,2026-08-08,C057,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0349,2026-08-29,C023,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0350,2026-08-25,C008,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0351,2026-08-10,C001,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0352,2026-08-27,C034,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0353,2026-08-06,C048,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0354,2026-08-29,C057,TIN,Tinto campesino,Bebida caliente,Centro,2,1500,500,3000,2000
V0355,2026-08-21,C008,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0356,2026-07-31,C008,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0357,2026-08-19,C056,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0358,2026-08-28,C016,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0359,2026-08-07,C045,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0360,2026-08-29,C040,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0361,2026-08-26,C053,CAF,Café con leche 9 oz,Bebida caliente,Centro,2,2000,800,4000,2400
V0362,2026-08-26,C025,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0363,2026-08-01,C006,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0364,2026-08-20,C054,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0365,2026-08-25,C011,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0366,2026-08-09,C007,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0367,2026-08-19,C032,BRO,Brownie de chocolate,Snack,Centro,1,2500,1100,2500,1400
V0368,2026-08-15,C052,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0369,2026-08-25,C035,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0370,2026-08-11,C015,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0371,2026-08-22,C034,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0372,2026-08-24,C004,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0373,2026-08-12,C052,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0374,2026-08-02,C031,JUG,Jugo de naranja natural,Bebida fría,Centro,1,2500,1200,2500,1300
V0375,2026-08-18,C007,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0376,2026-08-08,C002,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0377,2026-08-20,C046,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0378,2026-08-22,C023,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0379,2026-08-13,C023,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0381,2026-08-04,C042,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0382,2026-08-13,C048,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0383,2026-08-08,C020,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0384,2026-08-28,C036,SAN,Sándwich de pollo,Snack,Centro,1,3000,1500,3000,1500
V0385,2026-08-19,C020,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0386,2026-08-05,C043,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0387,2026-08-12,C034,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0388,2026-08-21,C024,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0389,2026-08-11,C023,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0390,2026-08-21,C017,CAF,Café con leche 9 oz,Bebida caliente,Centro,1,2000,800,2000,1200
V0392,2026-08-09,C024,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0393,2026-08-29,C002,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0394,2026-08-19,C014,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0395,2026-08-06,C057,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0396,2026-08-29,C022,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0397,2026-08-21,C026,TEA,Té de hierbas,Bebida caliente,Norte,1,1500,600,1500,900
V0398,2026-08-24,C056,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0399,2026-08-04,C060,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0400,2026-08-26,C012,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0401,2026-08-06,C001,TEA,Té de hierbas,Bebida caliente,Norte,1,1500,600,1500,900
V0402,2026-08-26,C042,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0403,2026-08-13,C032,AGU,Agua sin gas 420 ml,Bebida fría,Norte,1,1000,400,1000,600
V0404,2026-08-03,C035,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0405,2026-08-28,C011,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0406,2026-08-22,C040,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0407,2026-08-19,C054,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0408,2026-08-16,C029,TIN,Tinto campesino,Bebida caliente,Norte,1,1500,500,1500,1000
V0409,2026-08-10,C053,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0410,2026-08-19,C003,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0411,2026-08-23,C012,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0412,2026-08-07,C024,TIN,Tinto campesino,Bebida caliente,Centro,1,1500,500,1500,1000
V0413,2026-08-03,C006,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0414,2026-08-10,C011,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0415,2026-08-15,C011,SAN,Sándwich de pollo,Snack,Norte,1,3000,1500,3000,1500
V0416,2026-08-24,C049,TEA,Té de hierbas,Bebida caliente,Centro,1,1500,600,1500,900
V0417,2026-08-22,C050,CAF,Café con leche 9 oz,Bebida caliente,Norte,1,2000,800,2000,1200
V0418,2026-08-09,C046,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0420,2026-08-15,C002,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0421,2026-08-12,C046,CAF,Café con leche 9 oz,Bebida caliente,Norte,1,2000,800,2000,1200
V0422,2026-08-10,C005,EMP,Empanada de carne,Snack,Norte,1,2000,900,2000,1100
V0423,2026-08-04,C020,AGU,Agua sin gas 420 ml,Bebida fría,Centro,1,1000,400,1000,600
V0424,2026-08-22,C012,EMP,Empanada de carne,Snack,Centro,1,2000,900,2000,1100
V0425,2026-08-03,C059,GAL,Galleta de avena,Snack,Norte,1,1500,700,1500,800
V0426,2026-08-02,C033,AGU,Agua sin gas 420 ml,Bebida fría,Norte,2,1000,400,2000,1200
